,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
3015,3629,33629,pokemon,イベルタル,/assets/images/card_images/large/XY/033629_P_IBERUTARU.jpg,XY,77,171,,717,はかいポケモン,5.8,203.0,寿命が つきるとき あらゆる 生き物の 命を 吸いつくし 繭の 姿に 戻るという。,TOKIYA,,たね,130,['dark'],フライトナイト,このポケモンがバトル場にいるかぎり、おたがいの場の「ポケモンのどうぐ」の効果は、すべてなくなる。,"['dark', 'none', 'none']",しっこくのやり,60,相手のベンチの「ポケモンEX」を1匹選び、そのポケモンにも60ダメージ。［ベンチは弱点・抵抗力の計算をしない。］,,,,,,,,,electric,×2,fighting,－20,2,
3016,3630,33630,pokemon,イベルタル,/assets/images/card_images/large/XY/033630_P_IBERUTARU.jpg,XY,78,171,,717,はかいポケモン,5.8,203.0,寿命が つきるとき あらゆる 生き物の 命を 吸いつくし 繭の 姿に 戻るという。,Hajime Kusajima,,たね,130,['dark'],,,['dark'],デスウイング,30,自分のトラッシュからdarkエネルギーを1枚選び、ベンチポケモンにつける。,"['dark', 'dark', 'none']",やみのやいば,100,コインを1回投げウラなら、次の自分の番、このポケモンはワザを使えない。,,,,,electric,×2,fighting,－20,2,
3017,3631,33631,pokemon,イベルタルEX,/assets/images/card_images/large/XY/033631_P_IBERUTARUEX.jpg,XY,79,171,,,,,,,5ban Graphics,,たね,170,['dark'],,,"['dark', 'none']",イビルボール,20＋,おたがいのバトルポケモンについているエネルギーの数×20ダメージを追加。,"['dark', 'none', 'none']",サイクロンY,90,このポケモンについているエネルギーを1個選び、ベンチポケモンにつけ替える。,,,,,electric,×2,fighting,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3018,3632,33632,pokemon,ジラーチ,/assets/images/card_images/large/XY/033632_P_JIRACHI.jpg,XY,80,171,,385,ねがいごとポケモン,0.3,1.1,１０００年間で ７日だけ 目を 覚まし どんな 願い事でも かなえる 力を 使うという。,sui,,たね,60,['steel'],,,['none'],スターダスト,10,相手のバトルポケモンについている特殊エネルギーを1個選び、トラッシュする。トラッシュした場合、次の相手の番、このポケモンはワザのダメージや効果を受けない。,"['steel', 'none']",ゆめみのまい,20,おたがいのバトルポケモンを、それぞれねむりにする。,,,,,fire,×2,psychic,－20,1,
3019,3633,33633,pokemon,ドーミラー,/assets/images/card_images/large/XY/033633_P_DOMIRA.jpg,XY,81,171,,436,せいどうポケモン,0.5,60.5,ドーミラーの 背中の 模様には 神秘的な 力が 宿ると 昔の 人たちは 信じていた。,Akira Komayama,,たね,50,['steel'],,,['steel'],たいあたり,10,,,,,,,,,,fire,×2,psychic,－20,1,
3020,3634,33634,pokemon,ドータクン,/assets/images/card_images/large/XY/033634_P_DOTAKUN.jpg,XY,82,171,,437,どうたくポケモン,1.3,187.0,雨雲を 呼べる ポケモンとして 大昔から まつられていた。 ときどき 地面に 埋められている。,match,,1 進化,90,['steel'],メタルチェーン,自分のトラッシュからsteelエネルギーを1枚選び、ベンチポケモンにつける。この特性は、自分の番に1回使える。,"['steel', 'steel', 'none']",ぶちかます,60,,,,,,,,,,fire,×2,psychic,－20,3,
3021,3635,33635,pokemon,ドータクンBREAK,/assets/images/card_images/legend/XY/033635_P_DOTAKUNBREAK.jpg,XY,83,171,,,,,,,5ban Graphics,,BREAK進化,130,['steel'],,,"['steel', 'none']",ゴールドレイン,,このポケモンについているsteelエネルギーを好きなだけトラッシュし、トラッシュした数ぶん、相手のポケモンを選ぶ（同じポケモンを2回以上選んでもよい）。その後、選んだポケモン全員に、弱点・抵抗力の計算をせず、選んだ回数×30ダメージ。,,,,,,,,,,,,,0,BREAK進化する前のドータクンの「ワザ・特性・弱点・抵抗力・にげる」を引きつぐ。
3022,3636,33636,pokemon,ヒードラン,/assets/images/card_images/large/XY/033636_P_HIDORAN.jpg,XY,84,171,,485,かこうポケモン,1.7,430.0,火山の 洞穴に 生息。 十字の ツメを 食いこませて 壁や 天井を はい回る。,Midori Harada,,たね,130,['steel'],,,"['steel', 'none', 'none']",はがねおとし,40＋,場にスタジアムが出ているなら、40ダメージを追加。,"['steel', 'steel', 'none', 'none']",スチームブラスト,130,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,fire,×2,psychic,－20,3,
3023,3637,33637,pokemon,コバルオン,/assets/images/card_images/large/XY/033637_P_KOBARUON.jpg,XY,85,171,,638,てっしんポケモン,2.1,250.0,鋼の 心と 体を 持つ。 人が ポケモンを 傷つけたとき 仲間とともに 人を こらしめた。,kirisAki,,たね,120,['steel'],,,['steel'],ファストガード,,次の相手の番、このポケモンはたねポケモンからワザのダメージを受けない。次の自分の番、このポケモンは「ファストガード」が使えない。,"['steel', 'steel']",リベンジバースト,30＋,相手がすでにとったサイドの枚数×30ダメージを追加。,,,,,fire,×2,psychic,－20,2,
3024,3638,33638,pokemon,ゲノセクトEX,/assets/images/card_images/large/XY/033638_P_GENOSEKUTOEX.jpg,XY,86,171,,,,,,,Eske Yoshinob,,たね,180,['steel'],カセットチェンジ,このポケモンについている「ポケモンのどうぐ」を、自分の手札にもどす。この特性は、自分の番に1回使える。,"['steel', 'steel', 'steel']",ラピッドブラスター,100＋,このポケモンについているsteelエネルギーを好きなだけトラッシュし、トラッシュしたsteelエネルギーの数×20ダメージを追加。,,,,,,,,,fire,×2,psychic,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3025,3639,33639,pokemon,ギルガルドEX,/assets/images/card_images/large/XY/033639_P_GIRUGARUDOEX.jpg,XY,87,171,,,,,,,Ayaka Yoshida,,たね,170,['steel'],マイティシールド,このポケモンは、特殊エネルギーがついている相手のポケモンから、ワザのダメージを受けない。,"['none', 'none', 'none']",スラッシュブラスト,40＋,このポケモンについているsteelエネルギーの数×20ダメージを追加。,,,,,,,,,fire,×2,psychic,－20,3,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3026,3640,33640,pokemon,マギアナ,/assets/images/card_images/large/XY/033640_P_MAGIANA.jpg,XY,88,171,,,じんぞうポケモン,1.0,80.5,金属質の 体の マギアナは ５００年前に 人の手によって 生み出された 人造ポケモンだ。,Megumi Mizutani,,たね,90,['steel'],,,['none'],もてなす,,自分のベンチポケモンを1匹選び、HPを「40」回復する。,['steel'],プリズムウェーブ,20×,相手のベンチポケモンのタイプの数×20ダメージ。,,,,,fire,×2,psychic,－20,1,
3027,3641,33641,pokemon,マギアナEX,/assets/images/card_images/large/XY/033641_P_MAGIANAEX.jpg,XY,89,171,,,,,,,5ban Graphics,,たね,160,['steel'],ミスティックハート,このポケモンがいるかぎり、steelエネルギーがついている自分のポケモン全員は、相手のポケモンが使うワザの効果を受けない。（すでに受けている効果はなくならない。）,"['steel', 'none', 'none']",ソウルブラスター,120,次の自分の番、このポケモンが使う「ソウルブラスター」のダメージは「60」になる。,,,,,,,,,fire,×2,psychic,－20,1,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3028,3642,33642,pokemon,バリヤード,/assets/images/card_images/large/XY/033642_P_BARIYADO.jpg,XY,90,171,,122,バリアーポケモン,1.3,54.5,人を 信じこませるのが うまい。 パントマイムで 作った 壁が 本当に 現れるという。,kirisAki,,たね,70,['fairy'],ベンチバリア,このポケモンがいるかぎり、自分のベンチポケモン全員は、ワザのダメージを受けない。,"['fairy', 'none']",ジャグリング,10×,コインを4回投げ、オモテの数×10ダメージ。,,,,,,,,,steel,×2,dark,－20,1,
3029,3643,33643,pokemon,サーナイトEX,/assets/images/card_images/large/XY/033643_P_SANAITOEX.jpg,XY,91,171,,,,,,,Eske Yoshinob,,たね,170,['fairy'],,,"['fairy', 'none']",リンクブラスト,30＋,このポケモンと相手のバトルポケモンについているエネルギーの数が同じなら、70ダメージを追加。,"['fairy', 'fairy', 'none']",ひかりのやいば,120,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,steel,×2,dark,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3030,3644,33644,pokemon,megaサーナイトEX,/assets/images/card_images/large/XY/033644_P_MSANAITOEX.jpg,XY,92,171,,,,,,,5ban Graphics,,M進化,210,"['fairy', 'psychic']",,,"['fairy', 'none']",ディスペアーレイ,110＋,自分のベンチポケモンを好きなだけトラッシュし、トラッシュしたベンチポケモンの数×10ダメージを追加。,,,,,,,,,steel,×2,dark,－20,2,M進化ポケモンになったとき、自分の番は終わる。ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3031,3645,33645,pokemon,シュシュプ,/assets/images/card_images/large/XY/033645_P_SHUSHUPU.jpg,XY,93,171,,682,こうすいポケモン,0.2,0.5,かいだ 者を うっとりさせる 香りを 体から 漂わせる。 食べた もので 香りが 変わる。,5ban Graphics,,たね,50,['fairy'],,,['fairy'],あまいかおり,,自分のポケモンを1匹選び、HPを「20」回復する。,"['none', 'none']",はねまわる,20,,,,,,steel,×2,dark,－20,1,
3032,3646,33646,pokemon,フレフワン,/assets/images/card_images/large/XY/033646_P_FUREFUWAN.jpg,XY,94,171,,683,ほうこうポケモン,0.8,15.5,さまざまな においを 作り出す。 相手の 嫌がる においを 出して 戦いを 有利に 進めるのだ。,5ban Graphics,,1 進化,90,['fairy'],フェアリートランス,自分の場のポケモンについているfairyエネルギーを1個選び、自分の別のポケモンにつけ替える。この特性は、自分の番に何回でも使える。,"['fairy', 'fairy', 'none']",ようせいのかぜ,60,,,,,,,,,,steel,×2,dark,－20,2,
3033,3647,33647,pokemon,ゼルネアス,/assets/images/card_images/large/XY/033647_P_ZERUNEASU.jpg,XY,95,171,,716,せいめいポケモン,3.0,215.0,頭の ツノが 七色に 輝くとき 永遠の 命を 分け与えると 言われている。,Mitsuhiro Arita,,たね,120,['fairy'],,,"['fairy', 'none', 'none']",レインボーフォース,10＋,自分のベンチポケモンのタイプの数×30ダメージを追加。,"['fairy', 'fairy', 'none', 'none']",パワークリエイション,80＋,この番、このポケモンのHPを回復していたなら、80ダメージを追加。,,,,,steel,×2,dark,－20,2,
3034,3648,33648,pokemon,ゼルネアス,/assets/images/card_images/large/XY/033648_P_ZERUNEASU.jpg,XY,96,171,,716,せいめいポケモン,3.0,215.0,頭の ツノが 七色に 輝くとき 永遠の 命を 分け与えると 言われている。,Megumi Mizutani,,たね,130,['fairy'],,,['fairy'],ジオコントロール,,自分のベンチポケモンを2匹選び、山札からfairyエネルギーを、選んだポケモンにそれぞれ1枚ずつつける。そして山札を切る。,"['fairy', 'fairy', 'none']",にじのやり,100,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,,steel,×2,dark,－20,2,
3035,3649,33649,pokemon,ゼルネアスBREAK,/assets/images/card_images/legend/XY/033649_P_ZERUNEASUBREAK.jpg,XY,97,171,,,,,,,5ban Graphics,,BREAK進化,150,['fairy'],,,"['fairy', 'fairy']",ライフストリーム,20×,自分の場のポケモンについているエネルギーの合計×20ダメージ。,,,,,,,,,,,,,0,BREAK進化する前のゼルネアスの「ワザ・特性・弱点・抵抗力・にげる」を引きつぐ。
3036,3650,33650,pokemon,ギラティナEX,/assets/images/card_images/large/XY/033650_P_GIRATEINAEX.jpg,XY,98,171,,,,,,,PLANETA,,たね,170,['dragon'],はんこつのはどう,このポケモンは、相手のM進化ポケモンからワザのダメージや効果を受けない。,"['grass', 'psychic', 'none', 'none']",カオスウィール,100,次の相手の番、相手は手札から、「ポケモンのどうぐ」「特殊エネルギー」を出してつけられず「スタジアム」も出せない。,,,,,,,,,fairy,×2,,,3,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3037,3651,33651,pokemon,サザンドラEX,/assets/images/card_images/large/XY/033651_P_SAZANDORAEX.jpg,XY,99,171,,,,,,,Eske Yoshinob,,たね,180,['dragon'],ドラゴンロード,この特性は、場にスタジアムが出ているなら、はたらく。このポケモンがいるかぎり、自分のdragonポケモン全員のにげるために必要なエネルギーは、それぞれ2個ぶん少なくなる。,"['psychic', 'dark', 'none']",ひきさく,80,このワザのダメージは、相手のバトルポケモンにかかっている効果の計算をしない。,,,,,,,,,fairy,×2,,,3,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3038,3652,33652,pokemon,イーブイ,/assets/images/card_images/large/XY/033652_P_IBUI.jpg,XY,100,171,,133,しんかポケモン,0.3,6.5,不安定な 遺伝子の おかげで さまざまな 進化の 可能性を 秘めている 特殊な ポケモン。,Kouki Saitou,,たね,60,['none'],,,['none'],たいあたり,10,,"['none', 'none']",とびかかる,30,コインを1回投げウラなら、このワザは失敗。,,,,,fighting,×2,,,1,
3039,3653,33653,pokemon,ミルタンク,/assets/images/card_images/large/XY/033653_P_MIRUTANKU.jpg,XY,101,171,,241,ちちうしポケモン,1.2,75.5,子供が 生まれたときに しぼられた ミルクには いつもより 栄養が たっぷり つまっている。,Kanako Eo,,たね,100,['none'],,,['none'],ひゃくにんりき,10＋,自分のベンチに2進化ポケモンがいるなら、70ダメージを追加。,"['none', 'none', 'none']",ぶちかます,60,,,,,,fighting,×2,,,2,
3040,3654,33654,pokemon,ルギア,/assets/images/card_images/large/XY/033654_P_RUGIA.jpg,XY,102,171,,249,せんすいポケモン,5.2,216.0,海の神様と 伝えられる ポケモン。 嵐の 夜 姿を 見たという 話が 伝えられる。,TOKIYA,,たね,120,['none'],プレッシャー,このポケモンがバトル場にいるかぎり、相手のバトルポケモンが使うワザのダメージは、すべて「-20」される。,"['none', 'none', 'none']",ライジングバーン,60＋,相手のバトルポケモンが「ポケモンEX」なら、60ダメージを追加。,,,,,,,,,electric,×2,fighting,－20,2,
3041,3655,33655,pokemon,ルギアEX,/assets/images/card_images/large/XY/033655_P_RUGIAEX.jpg,XY,103,171,,,,,,,Eske Yoshinob,,たね,170,['none'],,,"['none', 'none']",エアロボール,20×,おたがいのバトルポケモンについているエネルギーの数×20ダメージ。,"['none', 'none', 'none', 'none']",ディープハリケーン,80＋,場にスタジアムが出ているなら、70ダメージを追加。その後、そのスタジアムをトラッシュする。,,,,,electric,×2,fighting,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3042,3656,33656,pokemon,レックウザEX,/assets/images/card_images/large/XY/033656_P_REKKUUZAEX.jpg,XY,104,171,,,,,,,Ryota Murayama,,たね,170,['none'],,,['none'],ライジングバーン,10＋,相手のバトルポケモンが「ポケモンEX」なら、50ダメージを追加。,"['none', 'none', 'none']",りゅうのはどう,100,自分の山札を上から3枚トラッシュする。,,,,,electric,×2,fighting,－20,2,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3043,3657,33657,pokemon,megaレックウザEX,/assets/images/card_images/large/XY/033657_P_MREKKUUZAEX.jpg,XY,105,171,,,,,,,5ban Graphics,,M進化,220,['none'],Δ（デルタ）進化,このカードは、最初の自分の番や出したばかりのポケモンからでも、手札から進化できる。,"['none', 'none', 'none']",エメラルドブレイク,30×,自分のベンチポケモンの数×30ダメージ。,,,,,,,,,electric,×2,fighting,－20,1,M進化ポケモンになったとき、自分の番は終わる。ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3044,3658,33658,pokemon,シェイミEX,/assets/images/card_images/large/XY/033658_P_SHIEIMIEX.jpg,XY,106,171,,,,,,,Ayaka Yoshida,,たね,110,['none'],セットアップ,この特性は、このカードを手札からベンチに出したとき、1回使える。自分の手札が6枚になるように、山札を引く。,"['none', 'none']",スカイリターン,30,このポケモンと、ついているすべてのカードを、手札にもどす。,,,,,,,,,electric,×2,fighting,－20,1,ポケモンEXがきぜつしたとき、相手はサイドを2枚とる。
3045,3659,33659,pokemon,ホルビー,/assets/images/card_images/large/XY/033659_P_HORUBI.jpg,XY,107,171,,,,,,,Hitoshi Ariga,,たね,60,['none'],Ω（オメガ）連打,このポケモンは、ワザを2回連続で使える。（1回目で相手のバトルポケモンがきぜつしたなら、次のポケモンが出た後、2回目を使う。）,['none'],ほるほる,,相手の山札を上から1枚トラッシュする。,['none'],たがやす,,自分のトラッシュから好きなカードを1枚選び、相手に見せてから、山札にもどす。そして山札を切る。,,,,,fighting,×2,,,2,
3046,3660,33660,グッズ,スペシャルチャージ,/assets/images/card_images/large/XY/033660_T_SUPESHARUCHAJI.jpg,XY,108,171,,,,,,,Toyste Beach,自分のトラッシュから特殊エネルギーを2枚選び、相手に見せてから、山札にもどす。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3047,3661,33661,グッズ,ターゲットホイッスル（フレア団ギア）,/assets/images/card_images/large/XY/033661_T_TAGETTOHOISSURUFUREADANGIA.jpg,XY,109,171,,,,,,,Toyste Beach,相手のトラッシュからたねポケモンを1枚選び、相手のベンチに出す。,,,,,,,,,,,,,,,,,,,,,,,
3048,3662,33662,グッズ,ダートじてんしゃ,/assets/images/card_images/large/XY/033662_T_DATOJITENSHA.jpg,XY,110,171,,,,,,,Toyste Beach,自分の山札を上から2枚見て、どちらか1枚を選び、手札に加える。残りのカードはトラッシュする。,,,,,,,,,,,,,,,,,,,,,,,
3049,3663,33663,グッズ,ダイブボール,/assets/images/card_images/large/XY/033663_T_DAIBUBORU.jpg,XY,111,171,,,,,,,Toyste Beach,自分の山札からwaterポケモンを1枚選び、相手に見せてから、手札に加える。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3050,3664,33664,グッズ,時のパズル,/assets/images/card_images/large/XY/033664_T_TOKINOPAZURU.jpg,XY,112,171,,,,,,,Toyste Beach,"「時のパズル」は同時に2枚まで使え、使った枚数によって効果が変わる。

◆1枚使ったなら、自分の山札を上から3枚見て、好きな順番に入れ替えて、山札の上にもどす。

◆2枚使ったなら、自分のトラッシュから好きなカードを2枚選び、相手に見せてから、手札に加える。（この効果は、2枚で1回はたらく。）",,,,,,,,,,,,,,,,,,,,,,,
3051,3665,33665,グッズ,トレーナーズポスト,/assets/images/card_images/large/XY/033665_T_TORENAZUPOSUTO.jpg,XY,113,171,,,,,,,Toyste Beach,自分の山札を上から4枚見る。その中からトレーナーズ（「トレーナーズポスト」をのぞく）を1枚選び、相手に見せてから、手札に加える。残りのカードは山札にもどし、山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3052,3666,33666,グッズ,バトルコンプレッサー（フレア団ギア）,/assets/images/card_images/large/XY/033666_T_BATORUKONPURESSAFUREADANGIA.jpg,XY,114,171,,,,,,,Toyste Beach,自分の山札から好きなカードを3枚まで選び、トラッシュする。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3053,3667,33667,グッズ,バトルサーチャー,/assets/images/card_images/large/XY/033667_T_BATORUSACHA.jpg,XY,115,171,,,,,,,5ban Graphics,自分のトラッシュからサポートを1枚選び、相手に見せてから、手札に加える。,,,,,,,,,,,,,,,,,,,,,,,
3054,3668,33668,グッズ,ピーピーマックス,/assets/images/card_images/large/XY/033668_T_PIPIMAKKUSU.jpg,XY,116,171,,,,,,,Toyste Beach,自分の山札を上から6枚見て、その中の基本エネルギーを1枚選び、自分のベンチのたねポケモンにつける。残りのカードは山札にもどし、山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3055,3669,33669,グッズ,フェアリードロップ,/assets/images/card_images/large/XY/033669_T_FEARIDOROPPU.jpg,XY,117,171,,,,,,,Toyste Beach,fairyエネルギーがついている自分のポケモンを1匹選び、HPを「50」回復する。,,,,,,,,,,,,,,,,,,,,,,,
3056,3670,33670,グッズ,ヘビーボール,/assets/images/card_images/large/XY/033670_T_HEBIBORU.jpg,XY,118,171,,,,,,,Toyste Beach,自分の山札から、にげるために必要なエネルギーの数が「3」以上のポケモンを1枚選び、相手に見せてから、手札に加える。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3057,3671,33671,グッズ,みがわりロボ（フレア団ギア）,/assets/images/card_images/large/XY/033671_T_MIGAWARIROBOFUREADANGIA.jpg,XY,119,171,,,,,,,Toyste Beach,"このカードは、HP30のnoneタイプのたねポケモンとして、場に出すことができる。
自分の番の中でなら、場に出ているこのカードをトラッシュしてよい。

このカードは、にげられない。このカードがきぜつしても、相手はサイドをとれない。",,,,,,,,,,,,,,,,,,,,,,,
3058,3672,33672,グッズ,メガターボ,/assets/images/card_images/large/XY/033672_T_MEGATABO.jpg,XY,120,171,,,,,,,Toyste Beach,自分のトラッシュから基本エネルギーを1枚選び、自分のM進化ポケモンにつける。,,,,,,,,,,,,,,,,,,,,,,,
3059,3673,33673,グッズ,レベルボール,/assets/images/card_images/large/XY/033673_T_REBERUBORU.jpg,XY,121,171,,,,,,,Toyste Beach,自分の山札から、HPが「90」以下のポケモンを1枚選び、相手に見せてから、手札に加える。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3060,3674,33674,ポケモンのどうぐ,かたいおまもり,/assets/images/card_images/large/XY/033674_T_KATAIOMAMORI.jpg,XY,122,171,,,,,,,5ban Graphics,このカードをつけているポケモンが、相手のポケモンから受けるワザのダメージは「-20」される。,,,,,,,,,,,,,,,,,,,,,,,
3061,3675,33675,ポケモンのどうぐ,きあいのタスキ,/assets/images/card_images/large/XY/033675_T_KIAINOTASUKI.jpg,XY,123,171,,,,,,,Toyste Beach,このカードをつけているfightingポケモンのHPがまんたんの状態で、相手のワザのダメージを受けてきぜつする場合、そのポケモンはきぜつせず、残りHPが「10」の状態で場に残る。その後、このカードをトラッシュする。,,,,,,,,,,,,,,,,,,,,,,,
3062,3676,33676,ポケモンのどうぐ,炸裂バルーン,/assets/images/card_images/large/XY/033676_T_SAKURETSUBARUN.jpg,XY,124,171,,,,,,,Toyste Beach,"ポケモンについているこのカードは、相手の番の終わりにトラッシュする。

このカードをつけているポケモンが、バトル場で相手のポケモンからワザのダメージを受けたとき、ワザを使ったポケモンにダメカンを6個のせる。",,,,,,,,,,,,,,,,,,,,,,,
3063,3677,33677,ポケモンのどうぐ,ちからのハチマキ,/assets/images/card_images/large/XY/033677_T_CHIKARANOHACHIMAKI.jpg,XY,125,171,,,,,,,5ban Graphics,このカードをつけているポケモンが使うワザの、相手のバトルポケモンへのダメージは「+20」される。,,,,,,,,,,,,,,,,,,,,,,,
3064,3678,33678,ポケモンのどうぐ,闘魂のまわし,/assets/images/card_images/large/XY/033678_T_TOUKONNOMAWASHI.jpg,XY,126,171,,,,,,,Toyste Beach,このカードをつけているたねポケモンの最大HPは「40」大きくなり、そのポケモンが使うワザの、相手のバトルポケモンへのダメージは「+10」される。,,,,,,,,,,,,,,,,,,,,,,,
3065,3679,33679,ポケモンのどうぐ,パワーメモリ,/assets/images/card_images/large/XY/033679_T_PAWAMEMORI.jpg,XY,127,171,,,,,,,5ban Graphics,このカードをつけている「ジガルデEX」は、このカードに書かれているワザを使える。［ワザを使うためのエネルギーは必要。］,,,,,,,,,,,,,,,,,,,,,,,
3066,3680,33680,ポケモンのどうぐ,サーナイトソウルリンク,/assets/images/card_images/large/XY/033680_T_SANAITOSOURURINKU.jpg,XY,128,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaサーナイトEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3067,3681,33681,ポケモンのどうぐ,サメハダーソウルリンク,/assets/images/card_images/large/XY/033681_T_SAMEHADASOURURINKU.jpg,XY,129,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaサメハダーEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3068,3682,33682,ポケモンのどうぐ,ジュカインソウルリンク,/assets/images/card_images/large/XY/033682_T_JUKAINSOURURINKU.jpg,XY,130,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaジュカインEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3069,3683,33683,ポケモンのどうぐ,バクーダソウルリンク,/assets/images/card_images/large/XY/033683_T_BAKUDASOURURINKU.jpg,XY,131,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaバクーダEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3070,3684,33684,ポケモンのどうぐ,フーディンソウルリンク,/assets/images/card_images/large/XY/033684_T_FUDEINSOURURINKU.jpg,XY,132,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaフーディンEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3071,3685,33685,ポケモンのどうぐ,ミュウツーソウルリンク,/assets/images/card_images/large/XY/033685_T_MYUUTSUSOURURINKU.jpg,XY,133,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaミュウツーEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3072,3686,33686,ポケモンのどうぐ,ライボルトソウルリンク,/assets/images/card_images/large/XY/033686_T_RAIBORUTOSOURURINKU.jpg,XY,134,171,,,,,,,Toyste Beach,このカードをつけているポケモンが「megaライボルトEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3073,3687,33687,ポケモンのどうぐ,ルカリオソウルリンク,/assets/images/card_images/large/XY/033687_T_RUKARIOSOURURINKU.jpg,XY,135,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaルカリオEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3074,3688,33688,ポケモンのどうぐ,レックウザソウルリンク,/assets/images/card_images/large/XY/033688_T_REKKUUZASOURURINKU.jpg,XY,136,171,,,,,,,5ban Graphics,このカードをつけているポケモンが「megaレックウザEX」になっても、自分の番は終わらない。,,,,,,,,,,,,,,,,,,,,,,,
3075,3689,33689,サポート,アズサ,/assets/images/card_images/large/XY/033689_T_AZUSA.jpg,XY,137,171,,,,,,,Megumi Mizutani,自分の山札から、たねポケモンの「ポケモンEX」を1枚、またはたねポケモン（「ポケモンEX」をのぞく）を3枚まで選び、ベンチに出す。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3076,3690,33690,サポート,AZ,/assets/images/card_images/large/XY/033690_T_AZ.jpg,XY,138,171,,,,,,,Ken Sugimori,自分のポケモンを1匹選び、手札にもどす。（ポケモン以外のカードは、すべてトラッシュする。）,,,,,,,,,,,,,,,,,,,,,,,
3077,3691,33691,サポート,N,/assets/images/card_images/large/XY/033691_T_.jpg,XY,139,171,,,,,,,Megumi Mizutani,おたがいのプレイヤーは、それぞれ、手札をすべて山札にもどし、山札を切る。その後、それぞれ、自分のサイドの残り枚数ぶん、山札を引く。,,,,,,,,,,,,,,,,,,,,,,,
3078,3692,33692,サポート,オカルトマニア,/assets/images/card_images/large/XY/033692_T_OKARUTOMANIA.jpg,XY,140,171,,,,,,,Yusuke Ohmura,次の相手の番の終わりまで、おたがいの場・手札・トラッシュのカードに書かれている特性は、すべてなくなる。（新しく場に出したカードもふくむ。）,,,,,,,,,,,,,,,,,,,,,,,
3079,3693,33693,サポート,鍛冶屋,/assets/images/card_images/large/XY/033693_T_KAJIYA.jpg,XY,141,171,,,,,,,Masakazu Fukuda,自分のトラッシュからfireエネルギーを2枚選び、自分のfireポケモン1匹につける。,,,,,,,,,,,,,,,,,,,,,,,
3080,3694,33694,サポート,カリン,/assets/images/card_images/large/XY/033694_T_KARIN.jpg,XY,142,171,,,,,,,You Iribi,おたがいのプレイヤーは、それぞれ、自分のトラッシュにあるポケモンをすべて山札にもどす。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
3081,3695,33695,サポート,クセロシキ,/assets/images/card_images/large/XY/033695_T_KUSEROSHIKI.jpg,XY,143,171,,,,,,,Yusuke Ohmura,おたがいの場のポケモンについている「ポケモンのどうぐ」「特殊エネルギー」のうち1枚を選び、トラッシュする。,,,,,,,,,,,,,,,,,,,,,,,
